,paper_id,paper_title
10092,551109,The Basis for a Theory of Information Retrieval.
10093,551112,AggregateRank: bringing order to web sites.
10094,551113,A hierarchical approach: query large music database by acoustic input.
10095,551114,Popular music retrieval by detecting mood.
10096,551115,Top subset retrieval on large collections using sorted indices.
10097,551116,Using historical data to enhance rank aggregation.
10098,551117,Detecting phrase-level duplication on the world wide web.
10099,551120,Partial Orders for Document Representation: A New Methodology for Combining Document Features.
10100,551121,SWAMI: a framework for collaborative filtering algorithm development and evaluation.
10101,551123,Information Processing in the Context of Medical Care.
10102,551125,Tackling concept drift by temporal inductive transfer.
10103,551126,"Integrating Query, Thesaurus, and Documents Through a Common Visual Representation."
10104,551128,Order Preserving Minimal Perfect Hash Functions and Information Retrieval.
10105,551129,Integrating word relationships into language models.
10106,551130,A Faster Algorithm for Constructing Minimal Perfect Hash Functions.
10107,551132,"Building Interoperable Digital Library Services: MARIAN, Open Archives and NDLTD."
10108,551133,Linear discriminant model for information retrieval.
10109,551134,Development of a Modern OPAC: From REVTOLC to MARIAN.
10110,551138,A maximal figure-of-merit learning approach to text categorization.
10111,551139,Coefficients for Combining Concept Classes in a Collection.
10112,551140,Improving Query Translation for Cross-Language Information Retrieval Using Statistical Models.
10113,551142,Resolving query translation ambiguity using a decaying co-occurrence model and syntactic dependence relations.
10114,551143,Combinational Compression and Partitioning of Large Dictionaries: Theory and Experiments.
10115,551144,Appraisal navigator.
10116,551145,Is Text Compression by Prefizes and Suffixes Practical?
10117,551146,Evaluation of an Expert System for Searching in Full Text.
10118,551148,Relation between PLSA and NMF and implications.
10119,551150,Information Retrieval using a Singular Value Decomposition Model of Latent Semantic Structure.
10120,551151,You are what you say: privacy risks of public mentions.
10121,551154,User Interfaces to Information Systems: Choices vs. Commands.
10122,551158,Translingual vocabulary mappings for multilingual information access.
10123,551160,Geotemporal querying of multilingual documents.
10124,551162,Automatic Web Search Query Generation to Create Minority Language Corpora.
10125,551163,A Method for Scoring Correlated Features in Query Expansion.
10126,551165,Retrieval Algorithm Effectiveness in a Wide Area Network Information Filter.
10127,551168,Comparing the Performance of Database Selection Algorithms.
10128,551169,Document Presentation and Query Formulation in Muse.
10129,551170,Evaluating Database Selection Techniques: A Testbed and Experiment.
10130,551172,Enterprise search behaviour of software engineers.
10131,551173,eBizSearch: a niche search engine for e-business.
10132,551174,Modeling task-genre relationships for IR in the workplace.
10133,551175,On an equivalence between PLSI and LDA.
10134,551178,"Panel: Hypertext: ""Growing Up?""."
10135,551183,Query Optimization for Vector Space Problems.
10136,551185,Design of a Browsing Interface for Information Retrieval.
10137,551187,Summarizing Text Documents: Sentence Selection and Evaluation Metrics.
10138,551189,Improving Cross Language Information Retrieval with Triangulated Translation.
10139,551191,Queries-R-Links: Browsing and Retrieval via Interactive Querying (Demo).
10140,551192,Probabilistic Document Indexing from Relevance Feedback Data.
10141,551193,From Reading to Retrieval: Freeform Ink Annotations as Queries.
10142,551195,Generic Text Summarization Using Relevance Measure and Latent Semantic Analysis.
10143,551199,The impact of evaluation on multilingual text retrieval.
10144,551202,Retrieval Test Evaluation of a Rule Based Automatic Index (AIR/PHYS).
10145,551203,Broken plural detection for arabic information retrieval.
10146,551206,Combining Model-Oriented and Description-Oriented Approaches for Probabilistic Indexing.
10147,551207,Frame-Sliced Partitioned Parallel Signature Files.
10148,551208,A Comparison of Indexing Techniques for Japanese Text Retrieval.
10149,551212,The patent retrieval task in the fourth NTCIR workshop.
10150,551213,Classifying racist texts using a support vector machine.
10151,551218,An Architecture for Probabilistic Concept-Based Information Retrieval.
10152,551219,An investigation of linguistic features and clustering algorithms for topical document clustering.
10153,551221,Computationally Tractable Probabilistic Modeling of Boolean Operators.
10154,551225,Jester 2.0: Evaluation of an New Linear Time Collaborative Filtering Algorithm (poster abstract).
10155,551226,Jester 2.0: Collaborative Filtering to Retrieve Jokes (demonstration abstract).
10156,551227,Elements of the Randomized Combinatorial File Structure.
10157,551230,Relevance Feedback and Inference Networks.
10158,551231,Machine Learning and Vectorial Matching for an Image Retrieval Model: EXPRIM and the System RIVAGE.
10159,551232,Image Organization and Retrieval with Automatically Constructed Feature Vectors.
10160,551233,Rule-based word clustering for text classification.
10161,551234,Probabilistic model for definitional question answering.
10162,551235,User-centered interface design for cross-language information retrieval.
10163,551236,Topic themes for multi-document summarization.
10164,551237,Answering complex questions with random walk models.
10165,551238,Cross-document summarization by concept classification.
10166,551239,An Experimental Study of Factors Important in Document Ranking.
10167,551240,A Failure Analysis on the Limitations of Suffixing in an Online Environment.
10168,551241,Towards Interactive Query Expansion.
10169,551242,Relevance Feedback Revisited.
10170,551243,Overview of the First Text REtrieval Conference.
10171,551244,Panel: Building and Using Test Collections.
10172,551245,The NRRC reliable information access (RIA) workshop.
10173,551246,Tools for Searching the Web (panel).
10174,551247,Image Retrieval by Hypertext Links.
10175,551248,Using Maps as a User Interface to a Digital Library.
10176,551252,Server selection methods in hybrid portal search.
10177,551254,Toward better weighting of anchors.
10178,551256,Properties of Extended Boolean Models in Information Retrieval.
10179,551258,Context-based methods for text categorisation.
10180,551259,Locality preserving indexing for document representation.
10181,551260,A Heathkit Method for Building Data Management Programs.
10182,551261,User-assisted query translation for interactive CLIR.
10183,551263,Cat-a-Cone: An Interactive Interface for Specifying Searches and Viewing Retrieval Results using a Large Category Hierarchy.
10184,551265,Subtopic Structuring for Full-Length Document Access.
10185,551267,Reexamining the Cluster Hypothesis: Scatter/Gather on Retrieval Results.
10186,551268,Comparison Between Proximity Operation and Dependency Operation in Japanese Full-Text Retrieval.
10187,551269,Query-related data extraction of hidden web documents.
10188,551271,LyberWorld - A Visualization User Interface Supporting Fulltext Retrieval.
10189,551272,Searchers and Searchers: Differences between the Most and Least Consistent Searchers.
10190,551274,Polyrepresentation of Information Needs and Semantic Entities: Elements of a Cognitive Theory for Information Retrieval Interaction.
10191,551276,"Improved Subject Access, Browsing and Scanning Mechanisms in Modern Online IR."
10192,551277,Document Retrieval Facilities for Repository-Based System Development Environments.
10193,551281,Toward an Improved Concept-Based Information Retrieval System.
10194,551283,Finding near-duplicate web pages: a large-scale evaluation of algorithms.
10195,551285,Combining Multiple Evidence from Different Properties of Weighting Schemes.
10196,551286,An Algorithmic Framework for Performing Collaborative Filtering.
10197,551287,A Retrieval System for On-Line English-Japanese Dictionaries.
10198,551288,Customizing information access according to domain and task knowledge: the ontoExplo system.
10199,551289,Optimization of a Hierarchical File Organization for Spelling Correction.
10200,551290,OHSUMED: An Interactive Retrieval Evaluation and New Large Test Collection for Research.
10201,551291,Relevance reedback with a small number of relevance judgements: incremental relevance feedback vs. document clustering.
10202,551292,Towards New Measures of Information Retrieval Evaluation.
10203,551293,An empirical study on retrieval models for different document genres: patents and newspaper articles.
10204,551294,Do batch and user evaluation give the same results?
10205,551295,Cluster-Based Text Categorization: A Comparison of Category Search Strategies.
10206,551298,Term-specific smoothing for the language modeling approach to information retrieval: the importance of a query term.
10207,551299,An Information Retrieval System Based on Artificial Intelligence Techniques.
10208,551300,Parsimonious language models for information retrieval.
10209,551301,Natural Language Techniques for Intelligent Information Retrieval.
10210,551305,Information Retrieval using Impression of Documents as a Clue.
10211,551309,Information Seeking at Different Stages of the RD Research Process (poster abstract).
10212,551310,The Economic Implementation of Experimental Retrieval Techniques on a Very Large Scale Using an Intelligent Terminal.
10213,551311,Document filtering method using non-relevant information profile.
10214,551313,Query Expansion Based on Predictive Algorithms for Collaborative Filtering.
10215,551314,A Deductive Data Model for Query Expansion.
10216,551315,Query Expansion Method Based on Word Contribution (poster abstract).
10217,551316,"Advanced Retrieval From Heterogeneous Fact Databases: Integration of Data Retrieval, Conversion, Aggregation and Deductive Techniques."
10218,551317,Implementation of relevance feedback for content-based music retrieval based on user prefences.
10219,551318,"An NF2 Relational Interface For Document Retrieval, Restructuring and Aggregation."
10220,551319,Using IR Techniques for Text Classification in Document Analysis.
10221,551322,Predicting query difficulty on the web by learning visual clues.
10222,551324,Finding semantically similar questions based on their answers.
10223,551326,A framework to predict the quality of answers with non-textual features.
10224,551329,Live visual relevance feedback for query formulation.
10225,551331,The document as an ergodic markov chain.
10226,551332,An automatic weighting scheme for collaborative filtering.
10227,551336,Quantative analysis of the impact of judging inconsistency on the performance of relevance feedback.
10228,551338,Title language model for information retrieval.
10229,551340,A study of methods for normalizing user ratings in collaborative filtering.
10230,551342,Language model for IR using collection information.
10231,551346,The Decomposition of Human-Written Summary Sentences.
10232,551348,Information Retrieval Based on Context Distance and Morphology.
10233,551354,On Retrieval Tests with an Inhomogeneous Query Collection.
10234,551356,Hierarchical approach to term suggestion device.
10235,551357,Information retrieval with commonsense knowledge.
10236,551359,Error analysis of difficult TREC topics.
10237,551360,Information access for context-aware appliances.
10238,551361,Title extraction from bodies of HTML documents and its application to web page retrieval.
10239,551363,A dual index model for contextual information retrieval.
10240,551364,Project contexts to situate personal information.
10241,551365,Text clustering with extended user feedback.
10242,551366,Query word deletion prediction.
10243,551367,A platform for Okapi-based contextual information retrieval.
10244,551368,Retrieving Spoken Documents by Combining Multiple Index Sources.
10245,551369,Refining hierarchical taxonomy structure via semi-supervised learning.
10246,551370,3D viewpoint-based photo search and information browsing.
10247,551371,A visualisation tool for topic tracking analysis and development.
10248,551372,Spatial information retrieval and geographical ontologies an overview of the SPIRIT project.
10249,551373,Phrasier: A System for Interactive Document Retrieval Using Keyphrases.
10250,551374,A Comparison of Query Translation Methods for English-Japanese Cross-Language Information Retrieval (poster abstract).
10251,551375,Experiments in Japanese Text Retrieval and Routing Using the NEAT System.
10252,551376,"ALLOY: An Amalgamation of Expert, Linguistic and Statistical Indexing Methods."
10253,551378,Spatial Querying for Image Retrieval: A User-Oriented Evaluation.
10254,551379,Improving Retrieval on Imperfect Speech Transcriptions (poster abstract).
10255,551384,Short comings of latent models in supervised settings.
10256,551386,Dynamic Clustering Procedures for Bibliographic Data.
10257,551387,Knowledge-Based Report Generations: A Technique for Automatically Generating Natural Language Reports from Databases.
10258,551388,XML retrieval: what to retrieve?
10259,551392,NACSIS Test Collection Workshop (NTCIR-1) (poster abstract).
10260,551394,Query type classification for web document retrieval.
10261,551397,Panel on the Lexicon and Information Retrieval.
10262,551398,DeWild: a tool for searching the web using wild cards.
10263,551399,Ant World (demonstration abstract).
10264,551400,"Corpus structure, language models, and ad hoc information retrieval."
10265,551402,Corpus Linguistics and Information Retrieval.
10266,551403,Analysis of recursive feature elimination methods.
10267,551405,PageRank without hyperlinks: structural re-ranking using links induced by language models.
10268,551407,"Respect my authority!: HITS without hyperlinks, utilizing cluster-based language models."
10269,551409,Better than the real thing?: iterative pseudo-query processing using cluster-based language models.
10270,551411,How a Personal Document's Intended Use or Purpose Affects its Classification in an Office.
10271,551412,Topic difference factor extraction between two document sets and its application to text categorization.
10272,551414,The overlap problem in content-oriented XML retrieval evaluation.
10273,551416,Term Position Ranking: Some New Test Results.
10274,551420,The Converse Natural Language Data Management System: Current Status and Plans.
10275,551422,"Reading Time, Scrolling and Interaction: Exploring Implicit Sources of User Preferences for Relevant Feedback."
10276,551424,Display time as implicit feedback: understanding task effects.
10277,551426,The loquacious user: a document-independent source of terms for query expansion.
10278,551428,Elicitation of term relevance feedback: an investigation of term source and context.
10279,551431,Viewing Morphology as an Inference Process.
10280,551432,Evaluation of resources for question answering evaluation.
10281,551433,UTACLIR -: general query translation framework for several language pairs.
10282,551435,Document Storage and Retrieval.
10283,551436,Learning to advertise.
10284,551438,Word Sense Disambiguation Using Machine-Readable Dictionaries.
10285,551439,Visual MeSH.
10286,551441,Classification of source code archives.
10287,551444,An Interactive Database End-User Facility for the Definition and Manipulation of Forms.
10288,551446,"Document Language Models, Query Models, and Risk Minimization for Information Retrieval."
10289,551447,Text filtering by boosting naive bayes classifiers.
10290,551448,Comparing Interactive Information Retrieval systems Across Sites: The TREC-6 Interactive Track Matrix Experiment.
10291,551450,Using Global Colour Features for General Photographic Image Indexing and Retrieval.
10292,551451,A new method of parameter estimation for multinomial naive bayes text classifiers.
10293,551452,CHROMA: A Content-based Image Retrieval System (demonstration abstract).
10294,551453,Information retrieval using word senses: root sense tagging approach.
10295,551454,French Textual Information Systems: The Contribution of Extensional and Intensional Logics.
10296,551457,ARS - An Interactive Reporting System.
10297,551458,Applying Summarization Techniques for Term Selection in Relevance Feedback.
10298,551459,CROWSE: A System for Organizing Repositories and Web Search Results.
10299,551461,The Future of Internet Search (Keynote Address).
10300,551463,Merging retrieval results in hierarchical peer-to-peer networks.
10301,551464,Lessons from BMIR-J2: A Test Collection for Japanese IR Systems.
10302,551465,Learning phonetic similarity for matching named entity translations and mining new translations.
10303,551468,"Effective Use of Natural Language Processing Techniques for Automatic Conflation of Multi-Word Terms: The Role of Derivational Morphology, Part of Speech Tagging, and Shallow Parsing."
10304,551469,Detection of Shifts in User Interests for Personalized Information Filtering.
10305,551470,Efficient Recompression Techniques for Dynamic Full-Text Retrieval Systems.
10306,551472,Storing Text Retrieval Systems on CD-ROM: Compression and Encryption Considerations.
10307,551476,A Decision Theory Approach to Optimal Automatic Indexing.
10308,551477,Message Extraction Through Estimated Relevance.
10309,551479,Message Extraction Through Estimation of Relevance.
10310,551480,Retrieval Based on User Behaviour.
10311,551481,Major topic detection and its application to opinion summarization.
10312,551485,An Internet-Based Newspaper Filtering and Personalization System (demonstration abstract).
10313,551486,Improving stemming for Arabic information retrieval: light stemming and co-occurrence analysis.
10314,551488,Combining Classifiers in Text Categorization.
10315,551490,Language-specific models in multilingual topic tracking.
10316,551491,Authorship attribution with thousands of candidate authors.
10317,551492,The boomerang effect: retrieving scientific documents via the network of references and citations.
10318,551494,Is XML retrieval meaningful to users?: searcher preferences for full documents vs. elements.
10319,551496,Distributed Resource Discovery and Structured Data Searching with Cheshire II.
10320,551498,A logistic regression approach to distributed IR.
10321,551499,"Automatically Locating, Extracting and Analyzing Tabular Data."
10322,551500,Cheshire II: Combining Probabilistic and Boolean Retrieval.
10323,551501,Is natural language an inconvenience or an opportunity for IR?.
10324,551502,Text and Image Retrieval in Cheshire II (demonstration abstract).
10325,551504,Geographic information retrieval (GIR): searching where and what.
10326,551505,Study of category score algorithms for k-NN classifier.
10327,551506,Cheshire3: retrieving from tera-scale grid-based digital libraries.
10328,551507,The Importance of Prior Probabilities for Entry Page Search.
10329,551508,Belief revision for adaptive information retrieval.
10330,551510,Building thematic lexical resources by term categorization.
10331,551511,Advances in a Bayesian Decision Model of User Stopping Behaviour for Scanning the Output of an Information Retrieval System.
10332,551512,Relevance-Based Language Models.
10333,551514,Cross-lingual relevance models.
10334,551515,EP-X: A Demonstration of Semantically-Based Search of Bibliographic Databases.
10335,551517,Effective Document Presentation with a Locality-Based Similarity Heuristic.
10336,551518,Generating hierarchical summaries for web searches.
10337,551519,Teraphim: An Engine for Distributed Information Retrieval.
10338,551520,Automatic metadata generation & evaluation.
10339,551521,Finding Topic Words for Hierarchical Summarization.
10340,551522,An Associative File Store Using Fragments for Run-Time Indexing and Compression.
10341,551523,Intelligent Information Systems.
10342,551525,Using n-Grams for Korean Text Retrieval.
10343,551526,Automatic Acquisition of Phrasal Knowledge for English-Chinese Bilingual Information Retrieval.
10344,551528,On the Evaluation of Boolean Operators in the Extended Boolean Retrieval Framework.
10345,551529,Text genre classification with genre-revealing and subject-revealing features.
10346,551530,Intelligent Object-based Image Retrieval Using Cluster-driven Personal Preference Learning.
10347,551535,Graphical Information Resources: Maps and Beyond.
10348,551536,The CORE Electronic Chemistry Library.
10349,551537,Real Life Information Retrieval: Commercial Search Engines (Panel).
10350,551540,eArchivarius: accessing collections of electronic mail.
10351,551541,Assessing the effectiveness of pen-based input queries.
10352,551542,An Evaluation of Phrasal and Clustered Representations on a Text Categorization Task.
10353,551543,Evaluating and Optimizing Autonomous Text Classification Systems.
10354,551544,Building a test collection for complex document information processing.
10355,551545,Term Clustering of Syntactic Phrases.
10356,551546,A Sequential Algorithm for Training Text Classifiers.
10357,551547,Training Algorithms for Linear Text Classifiers.
10358,551548,ATTICS: A Software Platform for Online Text Classification (poster abstract).
10359,551549,A music recommender based on audio features.
10360,551550,Getting work done on the web: supporting transactional queries.
10361,551551,Enhancing topic tracking with temporal information.
10362,551552,Profile-based event tracking.
10363,551553,Document clustering via adaptive subspace iteration.
10364,551554,A comparative study on content-based music genre classification.
10365,551555,A probabilistic model for retrospective news event detection.
10366,551556,Topic hierarchy generation via linear discriminant projection.
10367,551557,A comparative study of the effect of search feature design on user experience in digital libraries (DLs).
10368,551558,Using query term order for result summarisation.
10369,551560,BRAQUE: An Interface to Support Browsing and Interactive Query Formulation in Information Retrieval Systems (Demo).
10370,551561,Context-based question-answering evaluation.
10371,551563,ProbFuse: a probabilistic approach to data fusion.
10372,551567,``Drag-and-Drop'' Technique for MEDLINE Searching (demonstration abstract).
10373,551569,Information Access Across the Language Barrier: The MuST System (demonstration abstract).
10374,551570,Theme-based retrieval of Web news.
10375,551571,The role of knowledge in conceptual retrieval: a study in the domain of clinical medicine.
10376,551572,Bootstrapping dictionaries for cross-language information retrieval.
10377,551574,Probabilistic Approaches to the Document Retrieval Problem.
10378,551575,Assessing the term independence assumption in blind relevance feedback.
10379,551576,Open Problems in Information Retrieval.
10380,551578,Reliability and verification of natural language text on the world wide web (abstract only).
10381,551581,A Self-Organizing Semantic Map for Information Retrieval.
10382,551582,A personalised information retrieval tool.
10383,551583,Exploring the limits of single-iteration clarification dialogs.
10384,551584,A Design of a Distributed Full Text Retrieval System.
10385,551586,Comparative Analysis of Interactive Retrieval Systems.
10386,551587,Cluster-based retrieval using language models.
10387,551589,Representing clusters for retrieval.
10388,551590,Web-based acquisition of Japanese katakana variants.
10389,551591,Context sensitive vocabulary and its application in protein secondary structure prediction.
10390,551593,Automatic recognition of reading levels from user queries.
10391,551594,High accuracy retrieval with multiple nested ranker.
10392,551595,Document clustering with cluster refinement and model selection capabilities.
10393,551596,Performance in FERRET: A Conceptual Information Retrieval System.
10394,551601,A maximum coherence model for dictionary-based cross-language information retrieval.
10395,551603,An effective approach to document retrieval via utilizing WordNet and recognizing phrases.
10396,551604,An Empirical Comparison: Tree and Lattice Structures for Symbolic Data Bases.
10397,551605,Efficient Processing of One and Two Dimensional Proximity Queries in Associative Memory.
10398,551606,Establishing a Basis for Mapping Natural-Language Statements Onto a Database Query Language.
10399,551607,One-sided measures for evaluating ranked retrieval effectiveness with spontaneous conversational speech.
10400,551608,Integrated Information Retrieval in a Knowledge Worker Support System.
10401,551610,On the design and evaluation of a multi-dimensional approach to information retrieval.
10402,551611,Modelling Information Retrieval Agents with Belief Revision.
10403,551613,Perceptual Consistency Improves Image Retrieval Performance.
10404,551614,Search strategies in content-based image retrieval.
10405,551615,An Homogeneous Framework to Model Relevance Feedback.
10406,551616,Evaluating a Content Based Image Retrieval System.
10407,551617,Using a Belief Revision Operator for Document Ranking in Extended Boolean Models.
10408,551619,The Effect of Database Size on Document Retrieval: Random and Best-First Retrieval Models.
10409,551621,Probabilistic Models for Document Retrieval: A Comparison of Performance on Experimental and Synthetic Databases.
10410,551622,Do summaries help?
10411,551623,"CUE: A Preprocessor for Restricted, Natural English."
10412,551624,Generating Summaries of Multiple News Articles.
10413,551626,A collaborative filtering algorithm and evaluation metric that accurately model the user experience.
10414,551629,Anchor Text Mining for Translation Extraction of Query Terms.
10415,551632,A Hidden Markov Model Information Retrieval System.
10416,551634,Predicting Query Times.
10417,551637,Image Decompression: A Hybrid Image Decompressing Algorithm.
10418,551640,Modifications of Kleinberg's HITS Algorithm Using Matrix Exponentiation and WebLog Records.
10419,551641,A phonotactic-semantic paradigm for automatic spoken document classification.
10420,551642,Managing photos with ATT shoebox.
10421,551644,The WebCluster Project: Using Clustering for Mediating Access to the World Wide Web.
10422,551645,Full Text Indexing Based on Lexical Relations An Application: Software Libraries.
10423,551647,Combining fields in known-item email search.
10424,551649,Searching for expertise using the terrier platform.
10425,551650,Integrated search tools for newspaper digital libraries.
10426,551651,Intelligent Information Triage.
10427,551652,A Model of Information Retrieval Based on a Terminological Logic.
10428,551653,Music structure based vector space retrieval.
10429,551654,Evaluating Topic-Driven Web Crawlers.
10430,551656,Exploration of Text Collections with Hierarchical Feature Maps.
10431,551658,The recap system for identifying information flow.
10432,551660,A Markov random field model for term dependencies.
10433,551661,Spoken document retrieval from call-center conversations.
10434,551662,The Constituent Object Parser: Syntactic Structure Matching for Information Retrieval.
10435,551663,Combining Multiple Evidence from Different Types of Thesaurus for Query Expansion.
10436,551664,Formal multiple-bernoulli models for language modeling.
10437,551665,Document classification on neural networks using only positive examples.
10438,551666,Dependency Parsing for Information Retrieval.
10439,551668,A Full-Text Retrieval System with a Dynamic Abstract Generation Function.
10440,551671,Selecting Expansion Terms in Automatic Query Expansion.
10441,551672,MS Read: User Modeling in the Web Environment.
10442,551673,DiLight: an ontology-based information access system for e-learning environments.
10443,551674,Introduction and Perspectives for the 1971 ACM Information Storage and Retrieval Symposium.
10444,551676,KWIC of the 1971 ACM Information Storage and Retrieval Symposium.
10445,551677,A practical hypertext categorization method using links and incrementally available class information.
10446,551678,Contextual search and name disambiguation in email using graphs.
10447,551680,Developing of the BDS Online Information Retrieval System.
10448,551684,An Optical System for Full Text Search.
10449,551685,Fast Object Partitioning Using Stochastic Learning Automata.
10450,551686,Improving Automatic Query Expansion.
10451,551687,The Newspaper Image Database: Empirical Supported Analysis of Users' Typology and Word Association Clusters.
10452,551689,Pseudo-frequency method: an efficient document ranking retrieval method for n-gram indexing.
10453,551690,Using sampled data and regression to merge search engine results.
10454,551692,An Application of Plausible Reasoning to Information Retrieval.
10455,551693,Feature selection using linear classifier weights: interaction with classification models.
10456,551695,An Experimental Framework for Email Categorization and Management.
10457,551698,Ranking digital images using combination if evidences.
10458,551700,RELIEF: Combining Expressiveness and Rapidity into a Single System.
10459,551701,Load balancing for term-distributed parallel retrieval.
10460,551703,Parameterised Compression for Sparse Bitmaps.
10461,551704,Parallel Architecture in IR.
10462,551706,The Function of Semantics in Automated Language Processing.
10463,551708,Building an information retrieval test collection for spontaneous conversational speech.
10464,551709,"Effect of varying number of documents in blind feedback: analysis of the 2003 NRRC RIA workshop ""bf_numdocs"" experiment suite."
10465,551711,Iterative translation disambiguation for cross-language information retrieval.
10466,551713,Information Filtering Based on User Behaviour Analysis and Best Match Text Retrieval.
10467,551716,Browsing Through Databases.
10468,551718,Document clustering with committees.
10469,551719,Interactive Multidimensional Document Visualization.
10470,551721,An Efficient Directory System for Document Retrieval.
10471,551722,Hill climbing algorithms for content-based retrieval of similar configurations.
10472,551723,Messidor: A Distributed Information Retrieval Systems.
10473,551724,Content-Based Retrieval Using Heuristic Search.
10474,551725,Fast Searching on Compressed Text Allowing Errors.
10475,551726,Image Query Processing Based on Multi-Level Signatures.
10476,551728,An Approach to Image Retrieval from Large Image Databases.
10477,551730,Evaluation of Access Methods to Text Document in Office Systems.
10478,551733,A VLSI Chip for Efficient Transmission and Retrieval of Information.
10479,551734,Simple Word Strings as Compound Keywords: An Indexing and Ranking Method for Japanese Texts.
10480,551735,Relevant document distribution estimation method for resource selection.
10481,551736,A Backend Machine Architecture for Information Retrieval.
10482,551739,Analysis of lexical signatures for finding lost or related documents.
10483,551740,Interactive Information Retrieval Systems: From User Centred Interface Design to Software Design.
10484,551742,MathFind: a math-aware search engine.
10485,551743,High Performance Question/Answering.
10486,551745,"A Browser for Bibliographic Information Retrieval, Based on an Application of Lattice Theory."
10487,551746,Task orientation in question answering.
10488,551747,A Library System for Information Retrieval Based on a Cognitive Task Analysis and Supported by an Icon-Based Interface.
10489,551748,"ClusterBook, a tool for dual information access (panel session)."
10490,551749,Using self-supervised word segmentation in Chinese information retrieval.
10491,551750,"WebCluster, a Tool for Mediated Information Access (demonstration abstract)."
10492,551751,A temporally adaptive content-based relevance ranking algorithm.
10493,551752,Action modeling: language models that predict query behavior.
10494,551754,A Flexible Model for Retrieval of SGML Documents.
10495,551756,A method of rating the credibility of news documents on the web.
10496,551757,A New Character-based Indexing Organization using Frequency Data for Japanese Documents.
10497,551758,Modeling search engine effectiveness for federated search.
10498,551759,Browsing in a Digital Library Collecting Linearly Arranged Documents.
10499,551762,Efficient Processing of Vague Queries using a Data Stream Approach.
10500,551763,Building and applying a concept hierarchy representation of a user profile.
10501,551765,The use of phrases from query texts in information retrieval.
10502,551767,A Language for Queries on Structure and Contents of Textual.
10503,551768,Table extraction using conditional random fields.
10504,551769,Evaluation of the real and perceived value of automatic and interactive query expansion.
10505,551771,A compositional context sensitive multi-document summarizer: exploring the factors that influence summarization.
10506,551772,The Effects of Query Structure and Dictionary Setups in Dictionary-Based Cross-Language Information Retrieval.
10507,551773,A Research Prototype Image Retrieval System.
10508,551774,A Dynamic Signature Technique for Multimedia Databases.
10509,551776,Fuzzy translation of cross-lingual spelling variants.
10510,551779,Speech Retrieval Using Phonemes with Error Correction.
10511,551784,Evaluation in (XML) information retrieval: expected precision-recall with user modelling (EPRUM).
10512,551786,Usefulness of hyperlink structure for query-biased topic distillation.
10513,551790,Overlapping Statistical Word Indexing: A New Indexing Method for Japanese Text.
10514,551792,MARS: A Retrieval Tool on the Basis of Morphological Analysis.
10515,551793,A Common Query Interface for Multilingual Document Retrieval from Databases of the European Community Institutions (Demo).
10516,551795,Structure and Content-Based Segmentation of Speech Transcripts.
10517,551797,A Language Modeling Approach to Information Retrieval.
10518,551798,A New Approach to Unsupervised Text Summarization.
10519,551800,Modeling (in)variability of human judgments for text summarization.
10520,551801,Set-based model: a new approach for information retrieval.
10521,551803,The impact of database selection on distributed searching.
10522,551804,Spatial Representations of Knowledge: Validity and Applications to Information Science.
10523,551805,Question-answering by predictive annotation.
10524,551806,"A Performance Evaluation of Similarity Measures, Document Term Weighting Schemes and Representations in a Boolean Environment."
10525,551807,Dependency relation matching for answer selection.
10526,551809,Advanced Search Technologies for Unfamiliar Metadata (demonstration abstract).
10527,551810,Uexk¨¹ll: an interactive visual user interface for document retrieval in vector space.
10528,551812,Optimizing Query Evaluation in n-gram Indexing.
10529,551813,Compressed Inverted Files with Reduced Decoding Overheads.
10530,551816,Collaborative filing in a document repository.
10531,551821,Visualizing Search Results: Some Alternatives to Query-Document Similarity.
10532,551822,A study of relevance propagation for web search.
10533,551823,Automatic ranking of retrieval systems in imperfect environments.
10534,551824,Concept Based Query Expansion.
10535,551826,Automatic transliteration for Japanese-to-English text retrieval.
10536,551829,Improving personalized web search using result diversification.
10537,551831,A Clustering Strategy Based on a Formalism of the Reproductive Process in Natural Systems.
10538,551832,Retrieval System Evaluation Using Recall and Precision: Problems and Answers.
10539,551834,Models of IR (Panel).
10540,551837,Evaluation of The 2-Poisson Model as a Basis for Using Term Frequency Data in Searching.
10541,551838,Predictive Text Compression by Hashing.
10542,551839,Using small XML elements to support relevance.
10543,551840,Research in Information Retrieval and the Practical Needs of Research and Cultural Libraries (Workshop Abstract).
10544,551841,Non-Hierarchic Document Clustering Using the ICL Distributed Array Processor.
10545,551843,Creating Segmented Databases from Free Text for Text Retrieval.
10546,551844,Content-based music indexing and organization.
10547,551846,INSYDER - an information assistant for business intelligence.
10548,551847,Using term informativeness for named entity detection.
10549,551848,Impedance coupling in content-targeted advertising.
10550,551849,Efficient Distributed Algorithms to Build Inverted Files.
10551,551864,The Unified Probabilistic Model for IR.
10552,551866,Searching for Historical Word-Forms in a Database of 17th-Century English Text Using Spelling-Correction Methods.
10553,551869,Evaluating a Visualisation of Image Similarity (poster abstract).
10554,551873,The HySpirit Retrieval Platform.
10555,551874,A parallel derivation of probabilistic information retrieval models.
10556,551876,Foundations of Advanced Information Visualization for Information Retrieval Szstems (Workshop Abstract).
10557,551877,Content Awareness in a File System Interface: Implementing the 'Pile' Metaphor for Organizing Information.
10558,551881,Visualizing Internet Search Results with Adaptive Self-Organizing Maps (demonstration abstract).
